Mapping,Metric Value
"{'Cu3Au': 1, 'Cr3Si': 6, 'PuNi3': 2, 'Fe3C': 5, 'Mg3Cd': 4, 'TiAl3': 3}",0.20414520910717163
"{'Cu3Au': 1, 'Cr3Si': 6, 'PuNi3': 3, 'Fe3C': 2, 'Mg3Cd': 4, 'TiAl3': 5}",0.3061202993635389
"{'Cu3Au': 1, 'Cr3Si': 6, 'PuNi3': 3, 'Fe3C': 2, 'Mg3Cd': 5, 'TiAl3': 4}",0.29135522994716667
"{'Cu3Au': 1, 'Cr3Si': 6, 'PuNi3': 3, 'Fe3C': 4, 'Mg3Cd': 2, 'TiAl3': 5}",0.3378008601874566
"{'Cu3Au': 1, 'Cr3Si': 6, 'PuNi3': 3, 'Fe3C': 4, 'Mg3Cd': 5, 'TiAl3': 2}",0.3203527716185744
"{'Cu3Au': 1, 'Cr3Si': 6, 'PuNi3': 3, 'Fe3C': 5, 'Mg3Cd': 2, 'TiAl3': 4}",0.33184513229410306
"{'Cu3Au': 1, 'Cr3Si': 6, 'PuNi3': 3, 'Fe3C': 5, 'Mg3Cd': 4, 'TiAl3': 2}",0.3060031884445063
"{'Cu3Au': 1, 'Cr3Si': 6, 'PuNi3': 4, 'Fe3C': 2, 'Mg3Cd': 3, 'TiAl3': 5}",0.3851241537735429
"{'Cu3Au': 1, 'Cr3Si': 6, 'PuNi3': 4, 'Fe3C': 2, 'Mg3Cd': 5, 'TiAl3': 3}",0.36467692851975636
"{'Cu3Au': 1, 'Cr3Si': 6, 'PuNi3': 4, 'Fe3C': 3, 'Mg3Cd': 2, 'TiAl3': 5}",0.39550374995228554
"{'Cu3Au': 1, 'Cr3Si': 6, 'PuNi3': 4, 'Fe3C': 3, 'Mg3Cd': 5, 'TiAl3': 2}",0.37554739889783567
"{'Cu3Au': 1, 'Cr3Si': 6, 'PuNi3': 4, 'Fe3C': 5, 'Mg3Cd': 2, 'TiAl3': 3}",0.3815919223662626
"{'Cu3Au': 1, 'Cr3Si': 6, 'PuNi3': 4, 'Fe3C': 5, 'Mg3Cd': 3, 'TiAl3': 2}",0.3609983725434727
"{'Cu3Au': 1, 'Cr3Si': 6, 'PuNi3': 5, 'Fe3C': 2, 'Mg3Cd': 3, 'TiAl3': 4}",0.40321134652438134
"{'Cu3Au': 1, 'Cr3Si': 6, 'PuNi3': 5, 'Fe3C': 2, 'Mg3Cd': 4, 'TiAl3': 3}",0.3919628275024137
"{'Cu3Au': 1, 'Cr3Si': 6, 'PuNi3': 5, 'Fe3C': 3, 'Mg3Cd': 2, 'TiAl3': 4}",0.4039989546526461
"{'Cu3Au': 1, 'Cr3Si': 6, 'PuNi3': 5, 'Fe3C': 3, 'Mg3Cd': 4, 'TiAl3': 2}",0.3898353276759997
"{'Cu3Au': 1, 'Cr3Si': 6, 'PuNi3': 5, 'Fe3C': 4, 'Mg3Cd': 2, 'TiAl3': 3}",0.39453497773886576
"{'Cu3Au': 1, 'Cr3Si': 6, 'PuNi3': 5, 'Fe3C': 4, 'Mg3Cd': 3, 'TiAl3': 2}",0.38556443900269993
"{'Cu3Au': 2, 'Cr3Si': 1, 'PuNi3': 3, 'Fe3C': 4, 'Mg3Cd': 5, 'TiAl3': 6}",0.5289875517970518
"{'Cu3Au': 2, 'Cr3Si': 1, 'PuNi3': 3, 'Fe3C': 4, 'Mg3Cd': 6, 'TiAl3': 5}",0.5343189583143505
"{'Cu3Au': 2, 'Cr3Si': 1, 'PuNi3': 3, 'Fe3C': 5, 'Mg3Cd': 4, 'TiAl3': 6}",0.6097073387154837
"{'Cu3Au': 2, 'Cr3Si': 1, 'PuNi3': 3, 'Fe3C': 5, 'Mg3Cd': 6, 'TiAl3': 4}",0.6123718299660027
"{'Cu3Au': 2, 'Cr3Si': 1, 'PuNi3': 3, 'Fe3C': 6, 'Mg3Cd': 4, 'TiAl3': 5}",0.5967552687842789
"{'Cu3Au': 2, 'Cr3Si': 1, 'PuNi3': 3, 'Fe3C': 6, 'Mg3Cd': 5, 'TiAl3': 4}",0.5940200122113474
"{'Cu3Au': 2, 'Cr3Si': 1, 'PuNi3': 4, 'Fe3C': 3, 'Mg3Cd': 5, 'TiAl3': 6}",0.3329777598689888
"{'Cu3Au': 2, 'Cr3Si': 1, 'PuNi3': 4, 'Fe3C': 3, 'Mg3Cd': 6, 'TiAl3': 5}",0.34428982206834324
"{'Cu3Au': 2, 'Cr3Si': 1, 'PuNi3': 4, 'Fe3C': 5, 'Mg3Cd': 3, 'TiAl3': 6}",0.5468828378122353
"{'Cu3Au': 2, 'Cr3Si': 1, 'PuNi3': 4, 'Fe3C': 5, 'Mg3Cd': 6, 'TiAl3': 3}",0.6264389216111222
"{'Cu3Au': 2, 'Cr3Si': 1, 'PuNi3': 4, 'Fe3C': 6, 'Mg3Cd': 3, 'TiAl3': 5}",0.6027116274618164
"{'Cu3Au': 2, 'Cr3Si': 1, 'PuNi3': 4, 'Fe3C': 6, 'Mg3Cd': 5, 'TiAl3': 3}",0.6253608140882646
"{'Cu3Au': 2, 'Cr3Si': 1, 'PuNi3': 5, 'Fe3C': 3, 'Mg3Cd': 4, 'TiAl3': 6}",0.35725396512227475
"{'Cu3Au': 2, 'Cr3Si': 1, 'PuNi3': 5, 'Fe3C': 3, 'Mg3Cd': 6, 'TiAl3': 4}",0.36506768742893414
"{'Cu3Au': 2, 'Cr3Si': 1, 'PuNi3': 5, 'Fe3C': 4, 'Mg3Cd': 3, 'TiAl3': 6}",0.33721675845057025
"{'Cu3Au': 2, 'Cr3Si': 1, 'PuNi3': 5, 'Fe3C': 4, 'Mg3Cd': 6, 'TiAl3': 3}",0.49834242020788394
"{'Cu3Au': 2, 'Cr3Si': 1, 'PuNi3': 5, 'Fe3C': 6, 'Mg3Cd': 3, 'TiAl3': 4}",0.5624617907940026
"{'Cu3Au': 2, 'Cr3Si': 1, 'PuNi3': 5, 'Fe3C': 6, 'Mg3Cd': 4, 'TiAl3': 3}",0.5620815817037514
"{'Cu3Au': 2, 'Cr3Si': 1, 'PuNi3': 6, 'Fe3C': 3, 'Mg3Cd': 4, 'TiAl3': 5}",0.37144611922437376
"{'Cu3Au': 2, 'Cr3Si': 1, 'PuNi3': 6, 'Fe3C': 3, 'Mg3Cd': 5, 'TiAl3': 4}",0.38037746994677957
"{'Cu3Au': 2, 'Cr3Si': 1, 'PuNi3': 6, 'Fe3C': 4, 'Mg3Cd': 3, 'TiAl3': 5}",0.3457755749598082
"{'Cu3Au': 2, 'Cr3Si': 1, 'PuNi3': 6, 'Fe3C': 4, 'Mg3Cd': 5, 'TiAl3': 3}",0.387995899465927
"{'Cu3Au': 2, 'Cr3Si': 1, 'PuNi3': 6, 'Fe3C': 5, 'Mg3Cd': 3, 'TiAl3': 4}",0.430690164423815
"{'Cu3Au': 2, 'Cr3Si': 1, 'PuNi3': 6, 'Fe3C': 5, 'Mg3Cd': 4, 'TiAl3': 3}",0.5587954094441365
"{'Cu3Au': 2, 'Cr3Si': 3, 'PuNi3': 1, 'Fe3C': 4, 'Mg3Cd': 5, 'TiAl3': 6}",0.26449242767783665
"{'Cu3Au': 2, 'Cr3Si': 3, 'PuNi3': 1, 'Fe3C': 4, 'Mg3Cd': 6, 'TiAl3': 5}",0.24604009334656785
"{'Cu3Au': 2, 'Cr3Si': 3, 'PuNi3': 1, 'Fe3C': 5, 'Mg3Cd': 4, 'TiAl3': 6}",0.3875154079415585
